subj	seqno	ndcm	pname	tr	matrix	acqdir	dname	fullpath
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	066_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/066_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	066_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/066_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	066_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/066_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	067_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/067_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	067_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/067_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	067_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/067_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	068_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/068_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	068_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/068_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	068_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/068_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	069_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/069_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	069_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/069_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	069_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/069_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	070_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/070_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	070_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/070_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	070_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/070_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	071_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/071_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	071_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/071_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	071_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/071_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	072_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/072_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	072_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/072_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	072_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/072_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	073_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/073_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	073_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/073_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	073_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/073_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	074_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/074_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	074_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/074_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	074_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/074_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	075_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/075_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	075_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/075_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	075_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/075_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	076_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/076_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	076_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/076_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	076_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/076_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	077_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/077_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	077_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/077_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	077_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/077_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	078_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/078_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	078_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/078_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	078_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/078_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	079_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/079_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	079_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/079_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	079_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/079_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	080_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/080_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	080_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/080_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	080_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/080_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	081_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/081_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	081_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/081_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	081_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/081_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	082_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/082_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	082_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/082_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	082_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/082_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	083_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/083_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	083_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/083_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	083_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/083_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	084_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/084_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	084_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/084_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	084_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/084_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	085_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/085_derivfunc-bold_task-rest_desc-moco/
20231103	41	1	dwi-dwi_dir-PA	5500	 148 0 0 148	COL 	085_dwi-dwi_dir-PA	dcm-rehead/20231103Luna_PilotSPA2/085_dwi-dwi_dir-PA/
20231103	34	1	func-bold_task-rest 	1300	 110 0 0 110	COL 	085_func-bold_task-rest	dcm-rehead/20231103Luna_PilotSPA2/085_func-bold_task-rest/
20231103	35	2	derivfunc-bold_task-rest_desc-moco	1300	 110 0 0 110	COL 	086_derivfunc-bold_task-rest_desc-moco	dcm-rehead/20231103Luna_PilotSPA2/086_derivfunc-bold_task-rest_desc-moco/
